"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"678066","CR-0000087236","0","0","0","0","21-177-1156","False","False","85","6/26/2021 11:40:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - No Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678067","CR-0000087237","0","0","0","0","21-177-0618","False","False","288","6/26/2021 4:27:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678068","CR-0000087238","0","0","0","0","21-177-0573","False","False","51","6/26/2021 3:41:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678069","CR-0000087239","0","0","0","0","21-177-0111","False","False","82","6/26/2021 2:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Overturned","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678071","CR-0000087241","0","0","0","0","21-182-0782","False","False","135","7/1/2021 4:36:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678072","CR-0000087242","1","0","0","0","21-183-0301","False","False","0","7/2/2021 10:09:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At",""
"678073","CR-0000087243","0","0","0","0","21-187-9704","False","True","51","7/3/2021 2:07:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678074","CR-0000087244","1","0","0","0","21-183-1155","False","False","25","7/2/2021 11:42:00 PM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Related","Pedestrian","North","South","North Of","Drunk driver jumped off the moving car, which ran over his ankle."
"678075","CR-0000087245","0","1","0","0","21-184-0088","False","False","0","7/3/2021 1:51:00 AM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","East","West","At",""
"678076","CR-0000087246","1","0","0","0","21-184-0495","False","False","51","7/3/2021 2:07:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","North Of",""
"678077","CR-0000087247","0","0","1","0","21-184-0925","False","False","195","7/3/2021 10:59:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678078","CR-0000087248","0","0","0","0","21-185-9705","False","True","0","7/4/2021 12:34:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678079","CR-0000087249","0","0","0","0","21-187-9705","False","True","51","7/5/2021 12:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678080","CR-0000087250","0","0","0","0","21-189-9702","False","True","51","7/8/2021 1:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Clear","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"678081","CR-0000087251","0","0","0","0","21-190-9732","False","True","","7/8/2021 6:55:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Unknown","No Controls Present/Factor","Clear","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678082","CR-0000087252","1","0","0","0","21-190-0318","False","False","","7/9/2021 9:56:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678083","CR-0000087253","0","0","0","0","21-191-9704","False","True","51","7/10/2021 12:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Clear","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678084","CR-0000087254","0","0","0","0","21-207-4000","False","True","51","7/25/2021 10:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678085","CR-0000087255","0","0","0","0","21-206-4001","False","True","51","7/25/2021 2:00:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678086","CR-0000087256","0","0","0","0","21-194-4003","False","True","51","7/12/2021 6:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678087","CR-0000087257","1","0","0","0","21-211-4001","False","True","0","7/29/2021 1:15:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678088","CR-0000087258","0","0","0","0","21-210-4001","False","True","0","7/29/2021 2:05:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678089","CR-0000087259","0","0","0","0","21-210-4000","False","True","","7/27/2021 4:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678090","CR-0000087260","0","0","0","0","21-209-4002","False","True","","7/25/2021 4:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678091","CR-0000087261","0","0","0","0","21-210-4002","False","True","51","7/29/2021 2:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"678092","CR-0000087262","0","0","0","0","21-208-4003","False","True","0","7/14/2021 2:45:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678093","CR-0000087263","0","0","0","0","21-209-4001","False","True","0","7/28/2021 10:20:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678094","CR-0000087264","0","0","0","0","21-207-4004","False","True","0","7/22/2021 6:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678095","CR-0000087265","0","0","0","0","21-207-4002","False","True","","7/24/2021 6:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Other","Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678096","CR-0000087267","0","0","0","0","21-187-9708","False","True","","7/1/2021 3:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678097","CR-0000087268","0","0","0","0","21-183-0791","False","False","220","7/2/2021 6:44:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678098","CR-0000087269","1","0","0","0","21-183-0832","False","False","0","7/2/2021 7:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678099","CR-0000087270","0","1","0","0","21-184-0345","False","False","51","7/3/2021 10:40:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"678100","CR-0000087271","1","0","0","0","21-184-0588","False","False","205","7/3/2021 4:13:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678101","CR-0000087272","0","0","0","0","21-184-0700","False","False","243","7/3/2021 6:32:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678102","CR-0000087273","0","0","0","0","21-185-0416","False","False","285","7/4/2021 7:00:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Violation Driver 1","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678103","CR-0000087274","0","1","0","0","21-185-0899","False","False","0","7/4/2021 8:07:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","South","South","At",""
"678104","CR-0000087275","0","0","0","0","21-185-1086","False","False","0","7/4/2021 9:47:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678105","CR-0000087276","0","0","1","0","21-185-1187","False","False","0","7/4/2021 10:44:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Bike At Fault","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Bike"
"678106","CR-0000087277","1","0","0","0","21-185-1264","False","False","45","7/4/2021 11:25:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678107","CR-0000087278","0","0","0","0","21-186-0157","False","False","0","7/5/2021 2:45:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678108","CR-0000087279","0","0","0","0","21-186-0136","False","False","0","7/5/2021 2:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Other","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"649339","CR-0000085219","0","0","0","0","21-002-0253","False","False","285","1/1/2021 1:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"649368","CR-0000085220","0","0","0","0","21-001-0325","False","False","51","1/1/2021 9:29:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Broadside","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"649369","CR-0000085222","0","0","0","0","21-004-9709","False","True","","1/1/2021 1:15:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"649370","CR-0000085225","0","0","0","0","21-002-0483","False","False","0","1/2/2021 3:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"649371","CR-0000085226","0","0","0","0","21-003-4001","False","True","51","1/2/2021 5:00:00 AM","No Pedestrians Involved","Unknown","Unknown","Dusk - Dawn","Unknown","Unknown","Unknown","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"649372","CR-0000085227","0","0","0","0","21-002-4002","False","True","51","1/2/2021 12:15:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"649373","CR-0000085228","0","0","0","0","21-003-0866","False","False","50","1/3/2021 10:26:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"649402","CR-0000085218","0","0","0","0","21-001-0825","False","False","109","1/1/2021 7:47:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
